,text,aspectCategory,polarity
1173,"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint.",ambience,negative
1174,"For myself and family we would only go here to celebrate an occassion, I do prefer smaller, quiter restaurants.",ambience,neutral
1175,They all know you.,service,positive
1176,"My GF and I still choose to eat there a lot because of diverse cocktails, the chill decor, and the decent sushi.",ambience,positive
1177,We ended the dinner with a surprisingly light and flaky apple tarte tatin.,food,positive
1178,The buffet had a nice selection.,food,positive
1179,Waitstaff are very friendly.,service,positive
1180,"Once you step into Cosette, you're miraculously in a small, off-the-beaten path Parisian bistro.",ambience,neutral
1181,Service was slow had to wait to order and get food although not crowded.,service,negative
1182,"It's only $1.95 for a regular slice and $4.00 for a slice with a mushroom, not mushrooms.",price,positive
1183,There is a real gallery of stars that have visited.,ambience,neutral
1184,"The food was below average, the service was pathetic, there was no ambience at all.",service,negative
1185,I REALLY ENJOYED THE SHOWS PUT ON BY THE ACTORS.,ambience,positive
1186,service was efficient courteous.,service,positive
1187,The miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.,food,negative
1188,They are the best bagels I've had.,food,positive
1189,"Toons has recently been redone, so it's now a very attractive space.",ambience,positive
1190,"$160 for 2 filets, 2 sides, an appetizer and drinks.",price,neutral
1191,"While the prices are nothing special, the portions are huge.",food,positive
1192,"Its a nice quiet location to go eat a good meal, relax, be able to talk and have a very good time.",food,positive
1193,"However, I think this place is a good hang out spot.",ambience,positive
1194,"The menu is Prix Fixe, so be prepared to spend at least $60 per person, but it is Well worth itsuperb food.",food,positive
1195,The wine list is extensive and impressive.,food,positive
1196,We had the most wonderful waitress.,service,positive
1197,"While the staff at this little bistro is very friendly, I have never experienced more incompetency.",service,conflict
1198,The quail was fantastic and unique and the pastas were full of flavor.,food,positive
1199,"When we left at 8:00 PM, it was packed and noisy.",ambience,negative
1200,The zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.,food,positive
1201,The staff is courteous and friendly.,service,positive
1202,Decor is nice though service can be spotty.,ambience,positive
1203,"Aside from the rushed service, we were very impressed with the food and the drinks.",service,negative
1204,Make sure you have the Spicy Scallop roll.. .,food,positive
1205,I would highly recommend this place to anyone who is looking for a fine Indian dining experience that is definitely a value for your dollar.,food,positive
1206,And even with it's Pub atmosphere they were great to my kids too!,ambience,conflict
1207,This big draw is the all you can sushi here for $19.95!,price,positive
1208,we spent 50 $$ definetly will come back with my friends!!!,price,positive
1209,"Some of the workers ignore me and talk to the female customers, other times, they've skipped my order.",service,negative
1210,The specials are usually quite good too.,food,positive
1211,They've the best desserts and mixed drinks as well as snack foods.,food,positive
1212,Try the chocolate mud cake (warmed) with 2 scoops of dulce de leche gelato.,food,positive
1213,Really cool stauff inside.,ambience,positive
1214,"While the new restaurant still features much of the same classical furniture that made Tiffin so attractive, the menu has been overhauled.",food,negative
1215,The best burger I have had in the Village.,food,positive
1216,I would have gotten some cole slaw and a knish if my stomach had more space.,food,positive
1217,"came here for restaurant week, didn't save much, but it was still great.",price,conflict
1218,"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",ambience,positive
1219,"Only drawback - they won't toast your bagel, and they don't make eggs for the bagel.",service,negative
1220,As always we had a great glass of wine while we waited.,food,positive
1221,"The wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).",service,positive
1222,"Of course this atmosphere is lacking, but what do you expect from a 24 hour bagel place anyways?",ambience,negative
1223,Service was very good and warm.,service,positive
1224,For dinner I had the chicken tikka-masala and some garlic naan.,food,neutral
1225,Cornelia Street looks like a Broadway set for West Side Story and the inside of Po is so cool quaint you really can't top the setting for a romantic dinner in NYC.,ambience,positive
1226,"Like others have said, don't expect the restaurant to make a nite out romantic for you and yes, a busy restaurant may require you to wait.",service,negative
1227,Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,ambience,positive
1228,"Also, because it is so thin, it gets cold very quickly and its not that filling.",food,negative
1229,The food is nothing like its menu description.,food,negative
1230,Try the Pad Se-Ew or Chicken with Cashew Nuts for a memorable and repeatable experience.,food,positive
1231,It's just O.K. pizza.,food,neutral
1232,"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.",ambience,conflict
1233,"The service was a bit slow, but they were very friendly.",service,conflict
1234,It's a small cute restaurant.,ambience,positive
1235,"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.",ambience,positive
1236,The food is above average for midtown and sligtly better than some of the other Heartland Breweries in the city.,food,positive
1237,Thius is a must for anyone who loves Shabu-Shabu.,food,positive
1238,The food was absolutely horrible!,food,negative
1239,Food doesn't appear to be cooked on premisis but there's a high turnover so its pretty fresh.,food,conflict
1240,Restaurant was dirty and unkempt.,ambience,negative
1241,It is a small restuarant so go early and it will be nice and quiet- go late and it will be packed!,ambience,conflict
1242,"The people with carts of food don't understand you because they don't speak English, their job is to give you the delicious food you point at.",food,positive
1243,"The crackling calamari salad, which is usually a cheap disaster at many restaurants, is crispy and lightly dressed.",food,positive
1244,"Not the greatest sushi place, but excellent for a $19.95 all you can eat.",price,positive
1245,The Thai ice tea was amazingly smooth and yummy!,food,positive
1246,We've never had any problems with the staff but maybe we've been lucky?,service,positive
1247,Drinks way over priced.,price,negative
1248,The main downside to the place is the nazi-like guy running it who constantly complains about the noise level.,service,negative
1249,What I didn't like was how the food came right after it was ordered.,food,negative
1250,Moderate prices.,price,neutral
1251,I think I've had some the best meals of my life at minnow.,food,positive
1252,My biggest complaint was the un-tasty food although presented well.,food,conflict
1253,"This tiny restaurant is as cozy as it gets, with that certain Parisian flair.",ambience,neutral
1254,"Most importantly, food is excellent.",food,positive
1255,"Great roofdeck, nice group of 30 somethings, but no music, kind of quiet.",ambience,conflict
1256,"The best part of the experience was knowing that the manager (a bubbly, friendly young woman with a great smile) truly cared about how we were doing.",service,positive
1257,"However, service was as plain as sesame crusted Salmon I had.",food,neutral
1258,The food was mediocre at best but it was the horrible service that made me vow never to go back.,service,negative
1259,"You get what you pay for and with that logic in mind, Spice is a great place to grab some cheap eats and drinks in a beautiful setting.",price,positive
1260,"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.",service,negative
1261,"Other than being a little crowded and a bit overpriced, the atmosphere is filled with energy (and the beautiful people of course) and the food was surprising good!",ambience,conflict
1262,"We only ordered desserts and drinks, but no refills were offered.",service,negative
1263,Waiters are slow but sweet.,service,conflict
1264,"the real kicker of the menu, however, is the beef cubes or the chicken with chili and lemon grass.",food,positive
1265,The music is the best among all the Indian restaurants I have visited.,ambience,positive
1266,"The bread and lamb chops I had before the meal were quite good, however.",food,positive
1267,Rao's has the best service and atmosphere in NYC.,ambience,positive
1268,"They never brought us complimentary noodles, ignored repeated requests for sugar, and threw our dishes on the table.",service,negative
1269,one of the best Chicken Tikka Masala.,food,positive
1270,"Excellent dumplings served amid clean, chic decor.",ambience,positive
1271,"The kitchen however, is almost always slow.",service,negative
1272,"The corned beef and pastrami are excellent, much less fatty than those big tourist places around Times Square.",food,positive
1273,"Cute place, nice wait staff but would never go there again.",ambience,positive
1274,"Also, the hostess called me today to thank us for coming and mentioned how she hoped that my girlfriend enjoyed her birthday - unexpected, but a truly above and beyond thing to do...",service,positive
1275,people are rude bit again it's new york!,service,conflict
1276,We all felt it was worth it.,price,positive
1277,"The plain slice is great and if you get toppings, the whole slice is topped with them, not sparsely sprinkled on like some places.",food,positive
1278,Service was also horrible and the ambience is not that great.,ambience,negative
1279,"Service is great, takeout is good too.",service,positive
1280,The pizza is overpriced and soggy.,price,positive
1281,"Everything is excellent, the menu is quite extensive, and you eat with a view on both sides of the city.",ambience,positive
1282,"You'll pay at least double at any other Italian restaurant in the city, and most still don't compare.",price,positive
1283,"For the quality of food, a little too expensive.",food,negative
1284,Here's to the fake fish tanks too...,ambience,negative
1285,I've never had bad service and the fish is fresh and delicious.,service,positive
1286,"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.",ambience,positive
1287,we decided to eat in tea room which was small and cute.,ambience,positive
1288,What an amazing meal and experience!,food,positive
1289,Unique apppetizers.,food,positive
1290,"The staff has always been attentive and kind, and I've always been amazed at how they've handled all the various different group sizes that come in.",service,positive
1291,IT is the best deal in town for a Monday night dinner at a fine restaurant.,price,positive
1292,"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",price,negative
1293,"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",ambience,positive
1294,"This place has good potential, but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else.",food,neutral
1295,"Everything is always cooked to perfection, the service is excellent, the decor cool and understated.",ambience,positive
1296,And all of that won't break your bank!,price,positive
1297,The Thai food is good.,food,positive
1298,"Great selection of wine, and seafood.",food,positive
1299,delicious.,food,positive
1300,Acceptable prices.,price,positive
1301,"As I made the title, it's an affordable restaurant for great taste.",price,positive
1302,They even scoop it out nice (for those on a diet) not too much not to little.,service,positive
1303,Definitely not worth the price!,price,negative
1304,"Orsay, is a very pleasnt throw back to traditional French food, and French service as well.",service,positive
1305,It's easy to get a table for a large group and you don't get hustled out.,service,positive
1306,Great food at reasonable prices.,price,positive
1307,Salads are a delicious way to begin the meal.,food,positive
1308,"I ordered tamarind duck and my wife ordered noodles with ground beef, and we were both delighted by the way the dishes evoked Thai flavors in unexpected ways.",food,positive
1309,If you've ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer.,ambience,positive
1310,The prices are about $9 for an entree for dinner and even less for lunch.,price,positive
1311,and you can't beat the prices.,price,positive
1312,Should you happen to be impressed by the cuisine definitely try it.,food,positive
1313,"I had the black cod with yuzu sauce, which was wonderful.",food,positive
1314,Prices too high for this cramped and unappealing resturant.,ambience,negative
1315,Total hipster-wannabe attitude in an otherwise sweet spot.,ambience,positive
1316,"Yes, there might be a wait if you have no reservations.",service,negative
1317,"Everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food.",service,negative
1318,- i asked for them spicy and they were delicious).,food,positive
1319,"It is terrific, as is the value.",price,positive
1320,The sicilian is my favorite it is moist not dry like most places but all their pizza is great!,food,positive
1321,Downstairs lounge is always a good attraction,ambience,positive
1322,The menu prices are a bit expensive for what you get in quality and portion size.,food,negative
1323,"The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.",service,positive
1324,"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.",service,negative
1325,The takeout is great too since they give high quality tupperware as well.,service,positive
1326,"The food was not fresh, the sauces were bland and very oily.",food,negative
1327,Could be pricey without a prix fixe meal.,price,negative
1328,This is definitely an  excellent date spot because of the ambiance and on the weekends the  night scene is more than alive.,ambience,positive
1329,One of us actually liked the expresso - that's it.,food,conflict
1330,Everyone was more then happy with his choices.,service,positive
1331,"Again, the waitress was awesome.",service,positive
1332,I loved everythig about it-especially the shows and actors.,ambience,positive
1333,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,service,positive
1334,"The food was just OK, I would never go back.",food,neutral
1335,Zero ambiance to boot.,ambience,negative
1336,Got a little loud after 8pm when the joint got full.,ambience,negative
1337,Scalina Fedeli reminded me why service is so integral to fine dining.,service,positive
1338,i recommend the thai popcorn :),food,positive
1339,"Everything looks great, the drinks, the decor, the food, even the people.",ambience,positive
1340,As soon as my father lifted his pen from the check a chef appeared to usher us out.,service,negative
1341,The parathas and kebabs are made when ordered ensuring a level of freshness that is unsurpassed.,food,positive
1342,The tuna and wasabe potatoes are excellent.,food,positive
1343,The only disappointment was the coat check girls who didn't seem to know what a customer is on a realtively non-busy night (for the coat check girls).,service,negative
1344,My fiance took me to Scopa last week for my birthday and I couldn't believe the food.,food,positive
1345,Ummm...the beer was cold.,food,positive
1346,"It is sometimes a little cramped, and can get a little warm, but hello, it's NYC!",ambience,conflict
1347,"We had great desserts (including the best cannoli I've ever had) and then they offered an after dinner drink, on the house.",service,positive
1348,"Good crowd, good outdoor seating, with a hip japanese vibe.",ambience,positive
1349,"We asked to be moved (which took half an hour), and then were seated in a high traffic area in the back, even though the rest of the room was practically empty.",service,negative
1350,"However, their popularity has yet to slow down, and I still find myself drawn to their ambiance and delectable reputation.",ambience,positive
1351,"Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.",ambience,positive
1352,"The Halibut was too salty, dessert was so so (don't waste any of your calories) and service was poor.",service,negative
1353,"The view is spectacular, and the food is great.",ambience,positive
1354,"The place wasn't too hard to find, but it was kind of packed, as soon as my boyfriend and I got our food, the line reached the door.",ambience,conflict
1355,Good bagels and good cream cheese.,food,positive
1356,"The food is wonderful, tasty and filling, and the service is professional and friendly.",service,positive
1357,It is also extremely well priced.,price,positive
1358,Always great service!,service,positive
1359,I am happy i did the food was awsome.,food,positive
1360,"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",food,negative
1361,A bit breezy up there on the mezzanine from the wind coming from the tracks.,ambience,negative
1362,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",food,positive
1363,I LOVED THE SHOWS.,ambience,positive
1364,We could have made a meal of the yummy dumplings from the dumpling menu.,food,positive
1365,The aesthetics of this place are like an airport lounge.,ambience,negative
1366,"Then, get ripped on free box wine.",price,positive
1367,My wife and I ate here earlier this week and have not stopped ranting and raving about the food.,food,positive
1368,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",service,negative
1369,The food itself was just ok - nothing spectacular - but the service was awful.,service,negative
1370,The pizza is yummy and I like the atmoshpere.,ambience,positive
1371,"Also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it.",service,negative
1372,Good food.,food,positive
1373,"those rolls were big, but not good and sashimi wasn't fresh.",food,negative
1374,"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",food,positive
1375,"try the spicy shrimp appetizer (again, not the greatest value in the world but worth the price) and the lamb vindaloo is great.",price,conflict
1376,"However, go for the ambience, and consider the food just a companion for a trip across the world!",food,negative
1377,Food was good not great not worth the wait or another visit,service,negative
1378,I think the restaurant was too loud (when full) to be romantic.,ambience,negative
1379,"When you want a piece of beef, head on over.",food,positive
1380,"Delicate spices, onions, eggs and a kick-ass roti.",food,positive
1381,Incredible food at a very agreable price brings me back just about every other day to this authentic Thai restaurant.,price,positive
1382,"Also, if you don't want to sit at a certain table, you don't have to!",service,positive
1383,A little pricey but it really hits the spot on a Sunday morning!,price,negative
1384,The menu has lots of options: I hope to go back to try those potato pancakes.,food,positive
1385,"The staff isn't the friendliest or most competent, and I am stickler for service, but everything else about this place makes up for it.",service,negative
1386,"My wife and I will usually only order one primi and one secondi and split them, as they tend to offer large portions.",food,positive
1387,I've overheard comments from him to his employees that should not have been delivered in the dining area and I've been sitting there while he lectured another customer.,service,negative
1388,Delicious crab cakes too.,food,positive
1389,I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.,service,positive
1390,Just bring someone who speaks Cantonese because waiter may not understand you.,service,negative
1391,The bruschetta and panini's are so yummy!,food,positive
1392,"Food was okay, nothing great.",food,neutral
1393,"Always popular, always full, always a wait.",ambience,conflict
1394,A little noise but I think that was because of our party!,ambience,conflict
1395,"If the omakase is to showcase technique and variety, serving almost 40% of items BBQ-ed and a spicy tuna roll wrapped with not-so-fresh nori seems to be a rather limp performance.",food,negative
1396,"I can't wait for summer, when they serve outside on their gigantic patio.",ambience,positive
1397,Best Pastrami I ever had and great portion without being ridiculous.,food,positive
1398,"If you are someone who appreciates the same things but hope to have food to spare or share, Kai may not be the best option.",food,neutral
1399,go here for the drinks!,food,positive
1400,"The first 2 courses were very good, but the chocolate sampler was too rich for me and the dessert wine far too sweet.",food,conflict
1401,"Butter was melted, white wine warm, cheese oozing everywhere.",food,negative
1402,We had a party in their private room and they made it truly memorable and were very helpful in the planning.,service,positive
1403,"It cannot be the ambience, because the place is very cramped and some guests have to sit in an aisle.",ambience,negative
1404,We were disappointed with the pre-fixe menu of only 2 choices per course (other restaurants offer 3 choices) and ended up ordering a la carte.,food,negative
1405,Authentic Pakistani food.,food,positive
